status	method	path_or_expression	source	line
planned	GET	/_search/point_in_time/_all	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestGetAllPitsAction.java	88
planned	GET	/_search/pipeline	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestGetSearchPipelineAction.java	36
planned	GET	/_search/pipeline/{id}	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestGetSearchPipelineAction.java	36
planned	GET	/_msearch	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestMultiSearchAction.java	96
planned	POST	/_msearch	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestMultiSearchAction.java	97
planned	GET	/{index}/_msearch	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestMultiSearchAction.java	98
planned	POST	/{index}/_msearch	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestMultiSearchAction.java	99
planned	PUT	/_search/pipeline/{id}	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestPutSearchPipelineAction.java	38
planned	GET	/_search	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchAction.java	125
planned	POST	/_search	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchAction.java	126
planned	GET	/{index}/_search	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchAction.java	127
planned	POST	/{index}/_search	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchAction.java	128
planned	GET	/_search/scroll	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchScrollAction.java	70
planned	POST	/_search/scroll	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchScrollAction.java	71
planned	GET	/_search/scroll/{scroll_id}	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchScrollAction.java	72
planned	POST	/_search/scroll/{scroll_id}	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/search/RestSearchScrollAction.java	73
planned	POST	"/{index}/_tier/" + targetTier	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/storage/action/tiering/RestBaseTierAction.java	39
planned	POST	/_tier/_cancel/{index}	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/storage/action/tiering/RestCancelTierAction.java	39
planned	GET	/{index}/_tier	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/storage/action/tiering/status/rest/RestGetTieringStatusAction.java	37
planned	GET	/_tier/all	/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/storage/action/tiering/status/rest/RestListTieringStatusAction.java	39
planned	POST	String.format(Locale.ROOT, "%s/%s/{%s}", KNNPlugin.KNN_BASE_URI, CLEAR_CACHE, INDEX)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestClearCacheHandler.java	58
planned	DELETE	String.format(Locale.ROOT, "%s/%s/{%s}", KNNPlugin.KNN_BASE_URI, MODELS, MODEL_ID)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestDeleteModelHandler.java	47
planned	GET	String.format(Locale.ROOT, "%s/%s/{%s}", KNNPlugin.KNN_BASE_URI, MODELS, MODEL_ID)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestGetModelHandler.java	46
planned	GET	KNNPlugin.KNN_BASE_URI + "/{nodeId}/stats/"	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestKNNStatsHandler.java	98
planned	GET	KNNPlugin.KNN_BASE_URI + "/{nodeId}/stats/{stat}"	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestKNNStatsHandler.java	99
planned	GET	KNNPlugin.KNN_BASE_URI + "/stats/"	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestKNNStatsHandler.java	100
planned	GET	KNNPlugin.KNN_BASE_URI + "/stats/{stat}"	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestKNNStatsHandler.java	101
planned	GET	KNNPlugin.KNN_BASE_URI + URL_PATH	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestKNNWarmupHandler.java	61
planned	GET	String.format(Locale.ROOT, "%s/%s/%s", KNNPlugin.KNN_BASE_URI, MODELS, SEARCH)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestSearchModelHandler.java	57
planned	POST	String.format(Locale.ROOT, "%s/%s/%s", KNNPlugin.KNN_BASE_URI, MODELS, SEARCH)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestSearchModelHandler.java	58
planned	POST	String.format(Locale.ROOT, "%s/%s/{%s}/_train", KNNPlugin.KNN_BASE_URI, MODELS, MODEL_ID)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestTrainModelHandler.java	73
planned	POST	String.format(Locale.ROOT, "%s/%s/_train", KNNPlugin.KNN_BASE_URI, MODELS)	/home/ubuntu/k-NN/src/main/java/org/opensearch/knn/plugin/rest/RestTrainModelHandler.java	74
